[1, '34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo', '299427']
[5422, '15T49TzhBzXykuBrpBB6TTu52DyFHNjPyX', '396.96']
[5423, '18guC326geD3NWbNy4YgdkiGQSBfKgueU5', '396.68']
[5424, '32M9DCmQyR2YZs6xVHa91Y7vmEtuGnTapt', '396.36']
[5425, '1NYLYCUuEMF3jgWciDHb3XG5anqjQ5Rbq1', '396.23']
[5426, '1Q1eh6dcJgmNMSVHYntaJhasnNgx7jsr8N', '396.00']
[5427, '3Gjx41iCWTX6juBx7nN4rwVbgnvJE6Ex3x', '395.74']
[5428, '1LFKviZyb9uFeFTRWbbe5QixVZKoEAGjKa', '395.12']
[5429, '3JrDpgAs1GUam6MGMVYYaKzTzHhsRBwbWu', '395.08']
[5430, '17VMuuKUjzEHhydchJVMSRADjX6dT4QZkb', '395']
[5431, '3LtcRbjopyFyzB3mUnVuBDqu29Zw2A2Gig', '394.82']
[5432, '37t7k5eim3QYSeTAHaWBGAtNLJx2J7VkxZ', '394.50']
[5433, '1ApTfaY7iJWzZFBLjzgrHSHcei9JdmGAmX', '394.49']
[5434, '3DH2FseYc2Vfz47BPwzFzyqBgVffnXaHi9', '394.36']
[5435, '37vUwja9peZatzERm2HVXZ4b2maLBiuTtQ', '394.33']
[5436, 'bc1qh380c7224zsq5r4tmad6j7uja0j5p3p3pay6ts', '394.26']
[5437, '1FW9NbK4cxAG4vcxqXx6mh44qCihWs6Vc1', '394.21']
[5438, '1FezP7zLBQbfEZzStSS2rURAjEHwoPJtX2', '394.11']
[5439, '1A441eeMKMTBD7tyosMFDdiDbMxGLbc5xe', '394.01']
[5440, '3C4PXKusTQJaifpqYfZxTHkvrW1rq2m4Vf', '394.00']
[5441, '3A7WBL9HcTDGnZuZ5bgNRv7DKH2xQk3yWT', '394.00']
[5442, '1KrogYUfJpAFiyEKabuVM8hwQEiBTLGu5z', '393.96']
[5443, '164HywfsMChDdAmEzf5PfaXKEy8cgm4Tok', '393.93']
[5444, '3BMEXoY2VgFpwwcGZFMmWsKzQM32QX594k', '393.86']
[5445, '1AikcmG53WV4AUAbLCdpxH1J6ojAQhevNB', '393.63']
[5446, '19XSWmHsD1Qq3vbNgtNjgQM4XKff76AShs', '393.59']
[5447, '3Q7T5Jn3p8SfHziR2M56hoHjNGneUL9U7q', '393.25']
[5448, '36u7onDCJsUgXpYfPQ7NwqTyUhfoPPKKgR', '392.88']
[5449, '1JX6yg446vp5MmbfZNV9tiXY4BHhjkt7oZ', '392.78']
[5450, '3HnnQH586xmS3YKmyEyb3wseK8BLKHoREc', '392.74']
[5451, '1E6eQ3yDntwS7HrdZiV9Fbd21Y9DTmrbXf', '392.50']
[5452, '32izsZ5qVSkmj6wZDqC1zE9jnrUrRhxbUu', '392.30']
[5453, '19aYkARkMvhnWAdMeKBrbfnJk8T58NUrKc', '392.00']
[5454, '1JTB31EEa5CLymMcvzuAjGa1Tga7SuZvrb', '392.00']
[5455, '3N6rTEzyikDKMCEpbBP6nkRRzA7wK1Y4TL', '392']
[5456, '1HJRsstNjVm74xZVxYkzc1ipVvuVWNSvhv', '391.40']
[5457, '1DhRFK4nduPYYfuD9ZatYfDVnWA2p9T2Qp', '391.38']
[5458, '39CvkBk5JhZJMBUUzpXMtb3qMdNXEcnwcN', '391.36']
[5459, '1BtMhDuC8AfBpKy6TWG5jWALWGyxqjHc6j', '391.00']
[5460, '1PEjnC6ygmnzKD2m8mUJML7qbHmhibP6rb', '391.00']
[5461, '39MX9Xs1zGePGbF9QPixVE9MwksveTwETX', '391.00']
[5462, 'bc1qzpvfq6sf2ddnsv3ly44nhvzg9n77thtvnzdzfa', '390.99']
[5463, '1EmBGdzSUtHBVr6oAJwSqQK5iNsTPfCgB1', '390.66']
[5464, '3BMEXDPcuBTZoj7ioews7hMtdKtmWEj9bs', '390.61']
[5465, 'bc1qfamav7hw4tlgahkwaqr3htq0d2d5ewvhy57a5d', '390.18']
[5466, '15foLW4pJw9uM4MCyfzEMK3tPsDVFfa4Ry', '390.00']
[5467, 'bc1qxjmgexpwajgxu5qhk7ajsm9u82fcy6hvyau2z7', '390.00']
[5468, '1AXrxKhWe8v5ce1KmR4LueHFWw74VsqDhy', '389.87']
[5469, '1GxhksFjw9TZx8E665ZgFAvsuuygmwxSww', '389.82']
[5470, '1DJvQMgvaNUnN89wQQyaUXNQwT7z9FFXFy', '389.68']
[5471, '1FXEQ7bRTxiehar6ZhVr74EaZZd6UyVjCp', '388.86']
[5472, '1Fvh4ZksEAD3WvfGNiCckV8kNCJJv5uLhB', '388.46']
[5473, '1Gb3QsNbbvndwdUZ7ieQuwLntK5q81rFw6', '388.16']
[5474, '1z6jvbvhJcmH566K7GXUBvn6GpX321fLv', '388.12']
[5475, '171cq2HYUSc793z2DuFKyJ5rqxbAhuZ5MD', '388.02']
[5476, '1xbbjJcbeD4Qi88QmJmMgTFSdm7b5WCG4', '388.00']
[5477, '1Afcuum9YaGL8Xmubv6aGHox9wWG8NQXzi', '388.00']
[5478, '15zBqRC9wbYWp1Y8vg1VcdZt8kwgXGoZxG', '387.99']
[5479, '3BMEXCn49Nk7sRkQ5krxurVQ61iH3h287w', '387.74']
[5480, '1KX58jTyaW7gytzoWHUDH9aUyPrxv1NoFY', '387.31']
[5481, '16sq8wQGWs8JEk6vVGcuf6zk7zmMiVu4mN', '387.27']
[5482, '1DXhEfGHZPTo6bTyfRZDQqtcX8wwpuKgjT', '387.22']
[5483, 'bc1q4r4cslhtgrngumn9rzgd0h9lgrkfjrp37sp8d7', '387.05']
[5484, '12LDRAaWUEXgA2FF2VrLp61LiDat9E4A7U', '387.00']
[5485, '137tJmvewe3BENfmpJ25Eywoja4Jw1xxk6', '386.97']
[5486, '1G4dBdyiBgE7Qserw7FM6MQkpAkgQVtqWq', '386.68']
[5487, '3B5ZA9KVc8A9qTSAVigoxU1gdXaXmdDuxZ', '386.64']
[5488, '3Nnh7wJrmWJTHz5WGgTyoHGLKacyKmvSPC', '386.55']
[5489, 'bc1qvxtkcf6keq2fmk9lruycuhqg3agldljpgvz4d9', '386.25']
[5490, '16qLBn79uPNBMDhtWUeTVQ224kwisBE91A', '386.13']
[5491, '13bEX8pDZBgjqCWeqWZxkqD9N79ihVP4Ui', '386.03']
[5492, '18KnPMJULYQ9yeKxdjvjZdcyJERmrhTXkL', '386.00']
[5493, '12hNwA2tFkvKoTd4j6YZbXkwBvd1DiEcYn', '385.00']
[5494, '378A9HZuWtBuGtEHTTjADmH4D36KQcAhVz', '385.00']
[5495, 'bc1q5vl4d53jevz45lfkh8prqqsky7yvnap8nepqt0', '385']
[5496, '13wcHLK6M6yMFJY7DLEw1BGE34N1xcryHK', '385.00']
[5497, '3FasvtiMaHbTsDiKdiyknek2pMWh45HzQ9', '384.86']
[5498, 'bc1q0agcvae4yh3wj7sdxuy4yfncj4vg0a8fskvqc3', '384.82']
[5499, '1K3n4U2RPt1HuMbmkDQ9fT3kbYjockQjGq', '384.21']
[5500, '3MAEJWDPvsx4h9g8k4vQFXifpKvEV2Ggvq', '384.20']
[5501, '3GTdgusdeBJccQsundn4wEUuBFudEDE5eP', '384.00']
[5502, '376FAX95PetJEc4z8vdSaaaxBD5nwoN2iN', '383.96']
[5503, '1E8YXZwfs8hP8xSeiVGoWrixzwHWGv5LJz', '383.91']
[5504, '327k3Np3RmjhzoM3Qh89Fzwm8qvMXLvhYu', '383.37']
[5505, '16Ft42WT7wRc8sxy9EthxPHJyQJxiCF5we', '383.23']
[5506, '1HUQ1byPZZeT5uMzkT9g1M44tv9dfg6opL', '382.84']
[5507, '1Am2tXWe3wfaM1tFW5UsLBX8Jkee5m9TBF', '382.19']
[5508, '32NLrD267n3Dvz4kSdSf3hRHcwk1VSEMfy', '382.12']
[5509, '1GNr8p8kg9JHWF9G8cPCXco6s368SBySzA', '382.09']
[5510, '3JQgLGJHtW9HFXjJvYfqELUTSyWfpvGUqb', '381.78']
[5511, '3GuiZ5uZPzV3c8ADNpsLHL3h4RFcZDWohY', '381.78']
[5512, '35qJdz2xsK6VbLNmKBgnhWkb4K1jqBs6HY', '381.78']
[5513, '131nJk1syuUqjeqDenGEotWjTTwaUsPV7o', '381.76']
[5514, '1PqT7UuQB2ZGBwhB5KYC3nbThvheTc2xHE', '381.71']
[5515, '3B93m32UCdgxA67TZz5v4nBbf98W5DuwoS', '381.67']
[5516, '3QPNGmXDDsRGFEpxjynxVthqWmVTshLjjB', '381.22']
[5517, 'bc1qaz39ya2tv43jrsy048yq0pdj3mxa6yumq4xmt4', '381.11']
[5518, '1Jd7v48pjKrmhoo3Fah4GaBW6LHWspeAjV', '380.95']
[5519, '157KQWRJSxsQK16vKku129pcH5W4bBEHWU', '380.94']
[5520, '3KXodLP9yv2DbbW5vvbdx6edhwPJJ2BNbS', '380.50']
[5521, '1GLaosMJcVoCEG9C9JwEUWv5no28hhMnyg', '380.32']
[5522, '17RuQSKkbp4mZg7NHSta3dmUz5sbKBRfRi', '380.18']
[5523, '3Dd1DXNfbdaKeZYmGag2tHKqeowqaXeRWN', '380.10']
[5524, '19wm9QSxSdCzGQmEa7RDABxh6Gyo5PrgeT', '380.00']
[5525, '1BEeRHotSQtsL3jgfpt8g3WGLPPY7vwhhT', '380.00']
[5526, '3JTHg8BkP19H2Mb8MqxzMeLVY6KqAkWVJ9', '380']
[5527, '3MhXsJK1L8bNbdL5XUkb74FtgUKP1v3Z9Y', '380']
[5528, '3A1Bt5Yt6oSzXK6Mv1v3V3yZrrMCR9UdS4', '380']
[5529, '1HpqpcnTVa7KZyLMo4KyZMJoY2rACYy11L', '380.00']
[5530, '3GZAm2NcyjLppLwixnf744RXWpnFnLL4r9', '379.81']
[5531, '1FE6DBo8cuqZ6K4Wa7vMbNbjsVAEDeLqtB', '379.79']
[5532, 'bc1qwpw97jptdlwk3qutawjzpadaalkeg4qz2ttq4g', '379.26']
[5533, '31hiKuV3kaVRParVqXynkUBe7Dr1hTrm1W', '379.01']
[5534, '15rAFQBAVPv6NwYDYqpRZVVD2hBbb8zU89', '378.99']
[5535, 'bc1qzyxku34ku0dputm8p9xcqqsd09lfm3u8npywje', '378.97']
[5536, '38YrjszNw3AENkkdMWEsUxacdNDLMZWM5W', '378.69']
[5537, '1LuyCCK5ajXdygjKLRsxSdoeL32tgqgG1X', '378.65']
[5538, '38mJdoiaH3gySMogi4aMre6NN1dX1JAAEZ', '378.53']
[5539, '1ERPaMAp622R1iy8Gb7GonALQCzi8n1QGf', '378.07']
[5540, '3GgnUsGsfjzLaPxJTENgsEGBsLDytMxEgg', '378.00']
[5541, 'bc1qv4ryexdgvznx0klr33c8z2ysltvcypy8y0q34m', '377.81']
[5542, 'bc1q0ue278lx9n5a2yrvrjhrpnf2w4jw2zfy9dngvd', '377.81']
[5543, '1PiSjUazKd5h693VEFM7urJBYoTDF2iPyC', '377.69']
[5544, '1B3ir4gCiyCzWVxr61HvnXM5SnoTHL1fbW', '377.63']
[5545, '34uqpnm9RJXYR7kKgLFHVBqnhFmpnf4ahP', '377.16']
[5546, '1Ec3u3bZZ82SNXPpBb8dda1mXNvHj7mPJY', '376.79']
[5547, '177aRxioRpchmbFQTU6LPkpsz38Sgor4o', '376.60']
[5548, '1A98j1rf8M2QNNZoVxpSRYqZYNLcFxzTKf', '376.58']
[5549, '3QtKpo3ugQsXj9tzssCBvDezShPh5XhQj6', '376.54']
[5550, '1QBbv9Sp8V8n1PB3sawBchJVsv9ebgUAEu', '376.00']
[5551, '3GwKwsQyEmtKHAqqM55hRDK6BKiqzEqjHd', '375.85']
[5552, 'bc1qpygdkng5fd6qh6xqur2c8d3njknp5hvjr70ys6', '375.59']
[5553, '1hAQYXbTgy9FKMYv8eeq5PRcf77Sgj1Pi', '375.54']
[5554, '35H7gi3RvpGDUFzKosf3noTrLVXYyLjobH', '375.53']
[5555, '3FtfRg3NfAAjnqq2P3u2j38bhp5TtNmHBz', '375.30']
[5556, '39ExitKtFX32yU7jwqEFzHd8BDzydg1Xpt', '375.17']
[5557, '1Hy9tE1X8QREcyXVjpz3twaPQ4A9wHf834', '375.11']
[5558, '1PAsQvUqhF61CW2V597smudg1t2L7tCwdJ', '375.01']
[5559, '135jKm7saouRy5PLCU173BRmPBfnqDaeyJ', '375.00']
[5560, '12LTywBSTZnhpu9tNcpr7fqwWYRz1WxdGz', '375.00']
[5561, '1JhjmmEUNSEWv5vimV2NZpGYzUZpBZRLCn', '375.00']
[5562, '39NBiK4PVmnMkExwv5QvQMnpEbKAsbHJAf', '375']
[5563, '36yES5bqc5oXZCRMXML9TjMTLWhutLzdyW', '375']
[5564, '14E5KQbDtCbz6GBEE5TcZGSDFWFmwAshiX', '375.00']
[5565, '3KCz72d9ypjB6NAMAPkuvPUR9zd7zE9tJi', '374.34']
[5566, 'bc1qxa54t8vcn33ftmjhcuymzc5h6kj9k4dd0ltu9f', '374.26']
[5567, '1Cf8Wg7QrNkHKAutBmYQVBB7qtBstzoN8A', '374.11']
[5568, '1KKhHFjERpq7fPYRDp66FdD6Bk1fRfXkMi', '374.07']
[5569, '34VKbCKudFegYcpwLomFu3WNWRgv65fy29', '374.00']
[5570, '1AKFb2mKWbHye6ndERiTuwrYgARiDqRYsf', '373.97']
[5571, '1DBDgGuZwN2LzeB2ahFRfAZemQpciqSopc', '373.79']
[5572, '1KNksHSDCFAz1cx41d1h4o3LXfSqbbekNj', '373.10']
[5573, 'bc1qjqs2uk3zlcvdxqxqhvkc48h2y9uy5ec926nhzv7zpf7rmrlnd4aq3trs22', '372.83']
[5574, '1MnWkhduXhXEtNMNH6ZNqYekwCLj1tMsZk', '372.29']
[5575, '1BQcxuPWhwxGdk6Qsfq1xge3yYjFmMFAqf', '372.08']
[5576, '3JimmaTSs5G4kNHGSRJ5XmiUtJbBCjpWHb', '372.07']
[5577, '12j21yL3KXKzQAAG3H74djjic4njSwXw3s', '371.98']
[5578, 'bc1qxy5224prvxtsmzccwyvu648ftahnq75qfj9zvp', '371.93']
[5579, '3FoQfJQ3yTgEb7NWNNtRGbEVLi7yoScT8A', '371.92']
[5580, '1AwkRd2E8DmYtBHWRhrqnReC3eyVhhHRGF', '371.89']
[5581, 'bc1qkxgzjmt00xlvvtj5pmfkkjdhm65cprzlfzfzz7', '371.78']
[5582, '3HRYMH5oDzb5bqrhNLeP9pE7TQAKkJY64k', '371.73']
[5583, '3PaSDHtYjYKz8TgJtRDmGik5Hy1zskkVYs', '371.60']
[5584, '1PCMWR2GEKmKW8sGDMhZPvQUimuBBUFgNy', '371.38']
[5585, '33htVhn5CbvCycuVu2wb464d994YeAGUM4', '370.97']
[5586, '3LB2q9PqUNDetBwSzgWXDbDxTZ4W372GAf', '370.90']
[5587, '1BHa2wH4cnH248d3A5qnQJai9mAsPYsNf4', '370.72']
[5588, '1Mbp6GFXYpYdDgVWac7QjoRdgxFDN7NAt4', '370.72']
[5589, '1GTJiCWP5VzYRyrBatvV1AYqohAQqFfqzD', '370.05']
[5590, 'bc1qm0j6p8jsefuzem0dfkqg30cfdrt2ecs5txt2qx', '370.01']
[5591, '1PYkURhhZ1LapHVq55m1URRiV9RZwqUYth', '370.00']
[5592, '1BQYf4EmZMpCnzNx74emmBLcyPxanLABZk', '370.00']
[5593, '3JDBnBej2kcH8CBYh9U9jb32PTDv7bbmjQ', '370.00']
[5594, '1CS9faSQD2AqcZXDHXLX2q6KH5ffcyNLtZ', '369.99']
[5595, '1GNTNuRSwAvNegtUgp449xVrmFimG9Lzu6', '369.98']
[5596, '3BMEXmzhx5wLw9y3EUo31yJhTrdzeaoUVG', '369.65']
[5597, 'bc1qkxvk9nsq7lvtdwxj2c8pudnpvd6w5ktm4dxxh3cf2rndzl8g4fdslvpes5', '369.60']
[5598, '34KGEwj5sANthKMKNuMGvMC5g12Fo1KFyg', '369.46']
[5599, '38s85DaAFrttaT2iqaSK5QRAwDRCUSEXZb', '369.11']
[5600, '1BKxefRCppwbhdRRx7AD9jsBB6Wug6FXNR', '369.08']
[5601, '1QKbrnpPBHW4SY7usHpmhcvvXBjArGMAz', '369.00']
[5602, '35vwSVYBZgpxGT3AqjAunHmPHdfvjLWDLY', '368.91']
[5603, '1BCmKKX9sZs11wZHqMxtvnUoPmMc5AqWKz', '368.86']
[5604, '3AjDwbesqaQGMiSs5MY2kVcmUhkVxM9CUW', '368.54']
[5605, '3NR3M83fbQH4xCAmkffZUix9rJfg6wDfXh', '368.10']
[5606, '1JtWzr1XCW3gDdZqTmApA3DMfaHDeW8ED5', '368.00']
[5607, 'bc1qaeak474hj08xx342uwt79vu0tja2neegrfxenh', '367.90']
[5608, '33MBUTUioKbN7oWs9KpcAV5BLqwSqvV4oG', '367.85']
[5609, '12tXSCEhTekaUuB6B3nE6Kibx2TZNe8kit', '367.38']
[5610, '1HHmokmqvm4vAewmnqSk38KRDLWwXunYu7', '367.18']
[5611, '14buae7ZCSVxZsbCpWpQYHwFNAjggs7CQj', '367.15']
[5612, '33AioSvk7fxLpBsRA5j9EYQZU8eHTfEyRo', '367.08']
[5613, '36Cj5LYrwCVC6L1kx3N1zE4kS3hY4CytYK', '367.01']
[5614, '1AXthWWR3vXRPPywLCtPFU5nSpKwEVGSez', '367.00']
[5615, '1AgyKRw9DAf4BjSBQBAMn8UFJYnKxkMypK', '366.97']
[5616, '12NnVxQDU1PPgkPykh6EgsUM1X5Gr2RWgA', '366.84']
[5617, '3BMEX2hzKUJ5ExMPSzXu3cAXW7B2SgprGa', '366.44']
[5618, '1PUwL6aV5ohGVPXhYZboCke3PpNzVNTzJY', '366.29']
[5619, '183RCZzmaaaUpiJdfjq68pnbgpT2XZx5Jt', '365.77']
[5620, '13fo3Qsr71QASs6F61WcTBz4PR3jtyLUN8', '365.38']
[5621, '1PhtuY4vR4vrCqDSSiXXEwFmjsvKbW2in9', '365.08']
[5622, '3PAMfejWnAndyVu2zJ54gDozR2aCuybcs1', '364.96']
[5623, '1M2GTH1qLZKaGfqiKrEsvETrz4HUQGjt3A', '364.93']
[5624, '3PGi7VMTBrBdTviWqgFTu1A6Fua2iPxrtU', '364.70']
[5625, 'bc1qgx9r6teqzt7zppndtlnqf2wfu8zwd7sqg694nml83sh8l3kwflpq4rfvcj', '364.20']
[5626, '18cjyrrgZi8sQwyJKS5uLSVfnETnTD51x7', '364.03']
[5627, '3DfqGmBXUYCJXdNkopUiJvSwwBXtoobYbn', '364.00']
[5628, '15FduwWmuw6hL6pfDk4h3r7RpTSrPXzfh7', '363.99']
[5629, '1CCZ5kS3kxgpPSM8u5KWR7TcVqk2sLY8nd', '363.81']
[5630, '1AFRP8hR172e4DQQDXSHmyUudMaWnMb6qg', '363.69']
[5631, '1FdbLQ2K6vNBUEN8E2LVaTrqEFMWiVKrok', '363.64']
[5632, '1YCmBduqkrWtUFew2goXBDkmBeY7MR8NY', '363.64']
[5633, '16SjMVtuUwV5Phie3XnX595nQ4XLqaqDem', '363.42']
[5634, 'bc1qytsx6m8nhag455at5fulwzufptjfxswfzcuhpw', '363.39']
[5635, '1PpXKSF4A6ZPjb83TbzDE2Eo7c6BSWgCpM', '363.34']
[5636, '115NYEeeCyWVePWvUYhHo2m59ZaKZPqUws', '363.11']
[5637, '1JajLy8iZAm8GDDQoBdafNKFgQqDZXqP4U', '363.00']
[5638, '1HhdDw5bNBJpfQxTnhsdXZeuxrKjQGsQ5S', '362.70']
[5639, '1Boc9xZAZdkWcYrwbU58vCmZXzHjH2GyU4', '362.50']
[5640, '3LMyLf6NPqLSmbpN4G2njZ6Gd9bF5WZStg', '362.38']
[5641, '1Jkn9wg1WbJdASNBPtQqdmm7wtrcSiATbf', '362.00']
[5642, '19BJDKY3RKTTu9iYoxdNYpF8fRNtWF1NRo', '362.00']
[5643, '19GP1D3BPe8K8uvbTaqxLzXPyBFj9GhHrL', '361.82']
[5644, '14shxvUq2eq6C4RmWEYVxQWyJ4JhFpti6z', '361.52']
[5645, 'bc1qh4wwl9qfs5l3feymdpewk5kyq80m3w9n5t240t', '361.50']
[5646, 'bc1qdemdwkykspgcxdzwdgakqa3l79xe8j8lprrful', '360.94']
[5647, 'bc1q9fsze678mw7vajtkvhyflkzu9yj3kme652gk6c', '360.31']
[5648, '1HUVkaLnuQsMgSaMjTVLPbjjFNPosAnEtL', '360.10']
[5649, '178btue5v9ERgG6ZpNJb1qmExWRQdBATca', '360.04']
[5650, '1N4oGgNYfDbN3XmnpvoWp2jZNsC3GFxAq1', '360.01']
[5651, '1wj1MR6Rhsf6o6gb8Q7kB9gNFKChH4md3', '360.00']
[5652, '12cnTHqdqh8duGKQ1KZdwLaATNbHkCTp4z', '360.00']
[5653, '1CPL13QLFhmsxFmypPyoxFcN6VnnyqCjq5', '360.00']
[5654, '1Abw7TCVoE6Jpp4HStSUeCEC8vFd1gVzLK', '360']
[5655, '14pvfeqP9cEikSzZAKGJMoZ81qHPqEqSpQ', '360.00']
[5656, '1Na2GrWmy38iYYz1R2hv1nj9ZvGxGZp3Rh', '359.97']
[5657, '3HzTRyVkc7Egut7zvqXzvbK4QT5xHEcMy2', '359.81']
[5658, 'bc1q5rke6g4jdhuetdldtt39xrerrakvjwl68rryqc', '359.49']
[5659, '3B1zzTF5vGPt1inJHaHBmvNGjFwpgq8vFe', '359.42']
[5660, '3Av5ceQrTo2hoLYn8t7Fa4Mink38egLuSy', '359.09']
[5661, '35qzNiApXqpvscbPrfC8GbarMpNa76JGo2', '358.70']
[5662, '3NxqhqShbimd4RVRXhaTozwCt2xomeZFBL', '358.67']
[5663, '39n3t9KBBDbnF3BqUqvR1ruGW1rEpJeGfq', '358.55']
[5664, 'bc1qhhsd0730ecz0thzf7tr0nlm0aj79xs2cwv5zkk', '358.19']
[5665, '3KS6JreRADuixVDAWaM8dnxdNYWy8Edq5A', '358.08']
[5666, 'bc1qkx67lmcaskwa0lj8y9ceuj3hqp97wjk9f3ep68', '358.00']
[5667, '36UsfUUJNaajip24XxEaBjLhQLeiiZ3iMu', '357.94']
[5668, '1JsmzH4hQJDSAJCgE2TaUStcUrZ4GD3ycn', '357.67']
[5669, '1MLAeu3LmDrMitsEex8wZBSrFwjk6kBXme', '357.41']
[5670, '1MD26Awh8XwxuiyHfhZRSV95LooenhcpBY', '357.30']
[5671, '39CaVqG9zxP4JGaoPpyJWjKqme9xKxg1oR', '357.26']
[5672, '3BAVERu8Y9XweNsHkH8DPdciRPoctU4qfp', '357.00']
[5673, '38SujjNwb5zffMVMmDooRWRZGuPKMwgCXj', '357.00']
[5674, '3NaU2EjGFPv18pMMKKR3sJiCFa5pAZsT3y', '356.98']
[5675, '3AzNGxgnhM3mG5swpuHVKqCqG5Y9DU2a8b', '356.71']
[5676, '37pucc61tbXvmoUa2ebGjswn6umGo7dnsi', '356.62']
[5677, '112imq6hQuz4JgRH4C8mC437UnZbfN9QKh', '356.31']
[5678, '15sqVBq4GqKNAjpSviE97Zd6FsPK2xLCnp', '356.30']
[5679, '34ugifbabzPh41AjGDUNakhuvjG1jPLehz', '356.20']
[5680, '33gS1kwMC7AyWot9Kk1nfeUGR955ok7TY3', '356.01']
[5681, '1Jog2PysFqwAjw1EuRBLb16W6abzFXdp33', '356.00']
[5682, 'bc1q8z6lffj23a46lhvz57tvmh6pzrvz7hvrmyznjw', '356.00']
[5683, 'bc1qs02pxm7hp04qgj39vjjatkd854nl28am06lhhm', '355.93']
[5684, '3CiRy9XZ3urygJXP7UjkNif2g4shXomDsN', '355.90']
[5685, '1GS1odAiaAhoHghRwTxPGRkuMRuF4yTS9D', '355.88']
[5686, '1FKmv2suLweTRpmKWjJJJpE5xpEeAfwDAn', '355.86']
[5687, '1KMW46Chu8QBb49k8E7LiyaBxrkG5i7Vai', '355.62']
[5688, '3DXUw8ov2j94AjUepZ4XZDtUiatfzBYkih', '355.62']
[5689, '37aM2XEPKZzHu1WxmRnDpk4YHPVUxu11Ra', '355.54']
[5690, '3NNyu6ZXLQGtmPmtpkD1uxYsrpd7t9GEVk', '355.19']
[5691, '1QF7eYBcs1p7egg4179iwJQsTidgterHsh', '355.01']
[5692, '1D3a2M37k6sk7fjCySZZ7aDjCXAxFHu4ko', '354.64']
[5693, '38dU81A8NZViX2UhZj4xhp2QEqSJ6P45s9', '354.40']
[5694, '3JtvdRkbZ7FPxVum5JVfKxGUZdGpX2MJVY', '354.27']
[5695, 'bc1q7h998lwe35arp73zdqpp684tdq7whx7rw47r63xrecc4a8t8nnasfqavgq', '354.12']
[5696, '1PJSXLd4sU8JoKNPXRGN8twhrA5VjUCYb5', '354.10']
[5697, '14emhhcHiPPJFMtiHKyh71RFGkwoaj2W3r', '353.80']
[5698, '1CwChL4ym3iAoDT3GAvBCENSioEexobwS', '353.42']
[5699, '1Nn6nRUoVfh1i46v3sNdG5WkvXxbJjbgSV', '353.41']
[5700, '18L87QuhJY1wzyEfewgkBPJjscyQ7KNNHv', '353.13']
[5701, '17Sr7mtWpm3rBD4NhwdfdpxqbgU8wPvHhx', '353.10']
[5702, '3NxxJJdPtSMvsDL5zMFoAWexQtUZtF2cNC', '353.07']
[5703, '3FMWbdEu46j7twqmCBLuFTPZAsrx2bjxTb', '353.00']
[5704, '1AruAhA4QGLwKvigEnqqhq78hUDBFP6pcK', '352.85']
[5705, '1KYNjmtgG3WWVayLdydk6MMtSEBwEWctzf', '352.84']
[5706, '3J9JF5RTZfquZtnR4kL9E7HituPDL5AWC5', '352.41']
[5707, '1Jzi8n23uzCdXTMgA6EJMuKQ8XbsSHQ8Xd', '352.39']
[5708, 'bc1qmjh53kztg40h78x4ue9c7sgrcscj80fe993thg', '352.38']
[5709, '1P1B6NDSBRYx9moNheuJqpLVqszTWZjsgv', '352.35']
[5710, '3FtWRE3VDbB3fJD8A2LxBNkEVuacjiqSHs', '352.01']
[5711, '13j8huxFG5eyqGtXZib1Rim2oehmY3WHoc', '352.00']
[5712, '3H27aq7taDzZBbRRnaDWQnCWyiHHps2ZuM', '351.94']
[5713, '3QBkCHmWHoKDL7iimcyErrkiNsfDSq2PUj', '351.57']
[5714, '3D9gRYqyohWXAVAQuhE8YkTKAaYuF9tZa5', '351.56']
[5715, '3PDWNtSuQNwtWWHwxxjJbxgWvA77UVUaMq', '351.42']
[5716, '3Fk2rmfP1tmv3dH92i1eTEJM85qxAcfRHX', '350.62']
[5717, 'bc1qt6d7ad8tqmhqse8t66fe7nj6hr8halz2c2u3tp', '350.57']
[5718, '13MHsdaNVTDgQYprMvDHdGRHb1qvExDiWY', '350.11']
[5719, '3MpRXNkLeKCeSGGzXCRKa98FKEKkdYzxny', '350.10']
[5720, 'bc1q853t64zmrch3n0zyzrc59rh52s93zqcclf8ekd', '350.10']
[5721, '1JSxDnLYD4XKTQ73N7in2M9XRovw5LANiu', '350.04']
[5722, '338PyBruVosU6uPGRQwAkp2VxzR8jeg2fv', '350.01']
[5723, '3C3yrc3K399Tp9Kkd5Zu9ffLrvgS5j6pTN', '350.01']
[5724, '3JhSQ731XM4iWicuTsWhvvA2Hhb1f6fDB3', '350.01']
[5725, '1PZwUXMD4uMNU35LsKpJgxJkuhDksarHtT', '350.01']
[5726, '3Dq3oBb1T7eyekvLsPgg4wJ6HLKKHyRFxr', '350.00']
[5727, '137dYt8wXdo9NQoTZsdH3FM2dXXuL47yVw', '350.00']
[5728, '17Es28d5q3gMXm9y44trB9skSfEePa5SKa', '350.00']
[5729, '1DXkPm2dM96w6dcNZqHPxud8HLxanvRfP4', '350.00']
[5730, '1DS3Bi2K3nTPVjZ4nvS7wo8nFTXNcomQ47', '350.00']
[5731, '17yK7ehGj7MhWgFV9JbhExfFMT8jWm2vEv', '350.00']
[5732, '1LxiutRMQbh2Z5p1kP2qQyrLZ19VN6qP9W', '350.00']
