[101, '167ZWTT8n6s4ya8cGjqNNQjDwDGY31vmHg', '8999']
[4501, '33bGq97r1u8ZmfpHDYisPNAsXpRTGEP4YY', '500.00']
[4502, '1NLF3oWrhcLzwhwWZT7wHe7c9hLtWyHJNy', '500.00']
[4503, '15bQXUbB8CiJr5W61saEBMFW51SNxniWd6', '500.00']
[4504, '1P6pL9eG9d3PkhgGiYWQj9fE7V9ef1RygZ', '500.00']
[4505, '15oxSwynkacJqPGE53jHtLeD7Sxu5CuHWJ', '500.00']
[4506, '1CXsUumeVbi6SqJ9bWEeC7D8b24PNLxaJv', '500.00']
[4507, '35pU1okwdk6W24wRNMXgBsCmsJohTfaDP7', '500.00']
[4508, '1PR3UKhVREogsexmuDGRF75w5gLkGuevY7', '500.00']
[4509, '14YyGarK9KupiRMoGnTc3Lxin35eSDXNoa', '500.00']
[4510, '1iknJ4LoMH5mKZ58zKm1kkzPsf4txRJu8', '500.00']
[4511, '195bgNrGKGSijU9ZQDWY9GAHvGzLRKxrRL', '500.00']
[4512, '12UGE5ffoXN7YXAphu3MTY7aUFD6ZHanss', '500.00']
[4513, '1LwKKEQjTWZ64y9kbip9uzQDw81v9Esqep', '500.00']
[4514, '1KDao4vxgSXaaVmuPZLMV1dSrvrCh2KrP6', '500.00']
[4515, '18xaKmwL8J5D2dmA9vpMDNspCRBNyMQ2wi', '500.00']
[4516, '1BC5C4xbR6hCQ4AZ7AZqaCU85UY6bbZYFK', '500.00']
[4517, '1Cpkmgcw91PWSu9durAzZNdddrXz5P2baX', '500.00']
[4518, '1MvuUFRxNNUYws3BYcnUuJSnZjGnd73sxV', '500.00']
[4519, '16JpRbYtBwbiTkNFAZBHdHveM2gCsYNnc2', '500.00']
[4520, '3E6TPqjqUZCo7ZCoKyZSPztU3TzpqzAeaS', '500.00']
[4521, '15CZb1sj3gPCR3fJ49NWRje1EVYNQVG9d9', '500.00']
[4522, '15JTKuUDtkZhDcRhM7HGji15s8oRZrE713', '500.00']
[4523, '1PKpEpqHuz8a15Z5UtFkbsKWahUARJr3HF', '500.00']
[4524, '19gfjNrRYFpUiaZDW7uG2F78Y5UipUbsEF', '500.00']
[4525, '3EUK5w9HWrC5BTh1H6sL3dBqK83fMgUxH6', '500.00']
[4526, '121sRZobYA8QkcBKD9PtTPZUqywD4oVp1o', '500.00']
[4527, '13RbRyX9F6nsPhGeZcYxDLG3ZNWhwdgDTu', '500.00']
[4528, '1BPaQKoqNcqU1EEnuKJ8vFtyJC6VXCC8XT', '500.00']
[4529, '168agJ6qB3SjSe1BQfrVvnUUpybGkJL1cK', '500.00']
[4530, '38JBrv9MN1B2pRc42WTQwj1R7QqhnxrQWk', '500.00']
[4531, '15E9Xvs1cZ4tkni64iaXkE7z7FDiDjT16y', '500.00']
[4532, '1K3njDa8wEgAaar91MjhGxZjCv77T4p2yZ', '500.00']
[4533, '1B3EhsqxZsWmeNXmJ3h9hoAQvGgFEmsguk', '500.00']
[4534, '1CfBhT6AbZEi9HEtWaeEcywvUpC8TPErrc', '500.00']
[4535, '15PFNezSApdGKGTBLGeGv4oDg8HoQJu47E', '500.00']
[4536, '1AyTNeHVb6SLR17kQM3PGdP9F2wxmALhPM', '500.00']
[4537, '1Eae9vSPLscKZ7scE8cknJigfhyvdMpMp3', '500.00']
[4538, '176CznP9VmSHZsLPVKSgzD5ikGhnWkF2Ny', '500.00']
[4539, '1D4hiXn2xLVGTQQWXR491c46ak7SqssELf', '500.00']
[4540, '12ac1ZZS51KpumyiraXeFtUdTsKRhv4Tj9', '500.00']
[4541, '1MyppDjKfrWxMZEoN1DfKPKAHfHCdGa9M1', '500.00']
[4542, '3LS8WyG2E9SmBeNXdsK71UvtZ3E2xeKpZk', '500.00']
[4543, '1HseM6kPVXekM8kqE3ibaR1yDqkBwZS5ok', '500.00']
[4544, '1Emkc5Wjzg4dtc6rEAUNZuECjJZdPCEuFh', '500.00']
[4545, '1FipEY2YzuCFQ1pt3Bo1dVoUPWGvBju6xW', '500.00']
[4546, '13jqo69niTdDJYQhkyHijAjqhqHBYujpme', '500.00']
[4547, '1BpX3G1Ses7evGwN21RnRVoMjQMVDGx4on', '500.00']
[4548, '1AqAqafwNtjQp9rvUesctqonxvqWbCLTeS', '500.00']
[4549, '3FWNUUYwPBmGE89h34F7EiXE3ezJ234JYj', '500.00']
[4550, '17dSJN2QyYiDREo1D7FUF7u9CsUwSMnwhg', '500.00']
[4551, '193YEoEipjnjzvSQGW11WWPytqQutVTBfs', '500.00']
[4552, '18WANxaJxpXLGWbwmk5CHVcfGYis6KHRu3', '500.00']
[4553, '3Gdp16kdZL5KYJkGAkEH2MAsvUDHwygRx3', '500.00']
[4554, '36D8EZ3ZW5jPgJo1TVomxwXj6AroUY8cqa', '500.00']
[4555, 'bc1qgzv7k28qa6mrqlrp44xdzdke0fwwwrmvfu2x9c', '500.00']
[4556, '1CooxiZdiBmMV4qezvioRtpwqfBAKyeYqt', '500.00']
[4557, '33idAmygYwdrKmRBGrQEZaGEV7ZfWpiMcq', '500.00']
[4558, '348sWj2PqR8fJY4yLT11gKkE5wM6MmAgUK', '500.00']
[4559, '38MPaRtx3uucCE6PF27hwq93ZUtcfebxnF', '500.00']
[4560, '38YdXCR25zZep85Aexx1j39cgsiXvUeNgA', '500.00']
[4561, '3Qakje9cdS81ufWPkMwVaQob7zmW1P1n7a', '500.00']
[4562, '3CsNBDkVyQQH1CXfrXbNjLZHDAYpDUs3AV', '500.00']
[4563, '37Zd7eu9ax5eU6stRWZ3JTkewfN6VR3Xqg', '500.00']
[4564, '3G7uzUhtDvD5mYs1WiXYHLyJoFPQjWHWyR', '500.00']
[4565, '38o4UtMdhKwz1iTiN3vLXcrExzqt5yrzHR', '500.00']
[4566, '37bPMxSPz82BuGuGnwWpiKqJwds1mFvhS3', '500.00']
[4567, '1AzmLvUkJk7bKjynaAQPWFpLehvSAcrD5', '500.00']
[4568, '33mNvynwdyZyz6KRCa1gCbfEohQ85txCsw', '500.00']
[4569, '3K58RSa94uKc2QCtW9hSkACkoUMQBnT37U', '500.00']
[4570, '3FcGfY3HvNpUzqazB6GmGHXeyuTAsarMQg', '500.00']
[4571, '34SFfksuo5U4wXyfwJjbKEreWEWeky7Bv6', '500.00']
[4572, '3GT3gLykCmrv7rzRyTW4QYSkqRTVDDEDp7', '500.00']
[4573, 'bc1q4gwsvwkx93pz3g72dzd8t5h7407djc3vdfhyvy', '500.00']
[4574, '3Pif5bEUEWA37fNZosw52imBLUWVYkwQkP', '500.00']
[4575, 'bc1q49559sulfpuq5e9kw5j9rk472r9p0uggeazaj4', '500.00']
[4576, '36GYuryW5C5W3chKtLJpjvZ68QkHEs2wh1', '500.00']
[4577, '3Fg7q1nD3zKao9hwRfXNrqJBxU78Gs3qvQ', '500.00']
[4578, '3BSLFL9txxNhzDSDkLzcBktHHp913kNnCX', '500.00']
[4579, '34GvTNoHMuUmctw5Xpn4mPRtDdnNFTXRX1', '500.00']
[4580, '36Xma26ezAstYtghvvNKQnVhaSU3NCfZp5', '500.00']
[4581, '3EEH8Wwgg3boBohAvpNPyGcjEcvrd6eW8d', '500.00']
[4582, '3LHkuUrND68pDoNTPMtv2JXDBMPSWib97G', '500.00']
[4583, 'bc1q6xjqvfr38mss6xvrvnnh3r4682mnmx2vasc76t', '500.00']
[4584, '1NwT3RL8ZZ1LKoweW1wRVUbSE3Y1Aagsnh', '500.00']
[4585, '198ouMC3rHJerK9nTuKcQ4MYt4RaJgkZDv', '500.00']
[4586, '3H8aqwAou2niNfaobE9opBKnm8wNBwQ5Un', '500.00']
[4587, '17Nexca3BiGJdtUSMSRFcxad4YdiLQPRUm', '500.00']
[4588, '3Ccvz8gAkG75Kcny4JFfGQqnyQgUMd6euF', '500.00']
[4589, '1wBsf1Pnx2HpkbsY6827MLHSmT9wBopJe', '500.00']
[4590, '1MgVzXJVzo2HYuZgt15AsgAiFtjzkLk4m6', '500.00']
[4591, '14fvAV1rMzK8LMsQM59dm6G8Ato7tv1r6x', '500.00']
[4592, '16Z7wuAUPce2rf9GRhKALvgfshRSLBN9UN', '500.00']
[4593, '1AsqT5x2YwjTBjV3WZqLTbafiPAzsUmb1E', '500.00']
[4594, '1239MbVMMGaKRbgGrDLgh5mqnzbw8Jpc26', '500.00']
[4595, '1HsPs1x5GHt6hybJKW16hZZ5g4KCaRLArZ', '500.00']
[4596, 'bc1q8fxtdpv6dfl9s88s089sggwzx0m9j85tvtre09', '500.00']
[4597, '3Bng55YTpaAJxGJL7hHsEAk8rx2Tr2zP93', '500.00']
[4598, '35XopvtgRF2nBAu48fL7TrH9pXMDmNLoj7', '500.00']
[4599, '366KgdL6dabiu4NMWh7N3qdap3QTd8MJuT', '500.00']
[4600, '3DbN35zVzXFGjHu5iENFKk2om547RxaxXQ', '500.00']
[4601, '3M54SHs77Qni85MXvpXEfojmmXZNppxiUF', '500.00']
[4602, '3GYHWs1hK3o7nR4ykhULqkC75SdVDn7u46', '500.00']
[4603, '1P8ErCGct4BA15nVBQ6eC3qunNP8A94SKS', '500.00']
[4604, '3LdtM8hScQMEi5rjXqhEuFt3eHtUgx3VMG', '500.00']
[4605, '13EcjjTun3EkkwkknrPLnCn6FkQj6YBWHz', '500.00']
[4606, '1BM6U1cVZy4TcwPGqezxvmXxgPHWjjMe1J', '500.00']
[4607, '3JyEieekhVuEVG6ToYvNYBHZaCppY64gd1', '500.00']
[4608, '14egyDmUWUypSNPJZu4cuomuKYcMgUKaZT', '500.00']
[4609, '3GCvqgKuSn4xkyiXmBsVaL2tGpWLEG3MMc', '500.00']
[4610, '1AUcxbHqVJvgsdhWz7ZuYVLpmXWCziZnfg', '500.00']
[4611, '3QQe3XrhF62ULMz8bPpjjvuAgkFHpPBzns', '500.00']
[4612, '3Ge4CtzR8SgbQHUpwm9qjBWBxdbPjF957a', '500.00']
[4613, '3D9KJKMK6ff5Rtkj8nkMjuiTQ55GMAdHyj', '500.00']
[4614, '1E2dupGBewbEQK3c3SjZYXz8FUPH4GvuAM', '500.00']
[4615, '13eez6WJPPHkpsofRebMFHVpKKXj8DBdc3', '500.00']
[4616, '1FTFUbTGfKxKK35ovKTSRsaPFuD387p2xm', '500.00']
[4617, '1AjZVCZgr38Wqh9QnrxR7impQXfMCcV2ZA', '500.00']
[4618, '1MiFR8eCJAPGNYgVQruoFiWG4ofEKM28Bi', '500.00']
[4619, '1DFPnEwduTN35wbfJQFNcKkVJSKa2zR3hq', '500.00']
[4620, '1JyiJJLLDc9xHRsinLZY4AqhvmDeXKXUXb', '500.00']
[4621, '18LZtMsmcjzooNdkvUHQcstjDvaA9RdTXd', '500.00']
[4622, '1BxEibco4oq2q6C6avByrAEs6WmjfBaLqC', '500.00']
[4623, '1DVqMwwFmHbwpVvxF8gtU2HWmiYLRDCnYN', '500.00']
[4624, '1M9tDYNDPoUS2PHz8uY3acUKjDsF4ZeB5n', '500.00']
[4625, '1CT1ieohomRV2hdJfrKgNoDuJ5tBgH95se', '500.00']
[4626, '1LZGE6enKwxJRrJRU2ioDQwhUKkH9sNPjK', '500.00']
[4627, '1PAvvs1Ebjtvzrgv1ARg2GHJPZkTnZZgr7', '500.00']
[4628, '37H4xAmfqjYseiCAM1z9EYxqCP4NkjfbRF', '500.00']
[4629, '1JgEVCqXUxJG4EHv9sVv9ApE8h5Fu5TutF', '500.00']
[4630, '1N33Ugq24CGdSrmC2YuU1ADFqUYYfdR4Lw', '500.00']
[4631, '1Q9wxCJkg4nzXHy8FQnXbkYbUmiCki1Kty', '500.00']
[4632, '1N2RaybZ7WaZRr2urKBreApWzpEwoiQUio', '500.00']
[4633, '1JPRag2s1a8o3DzoRNTxbH83Knfc9CfeEn', '500.00']
[4634, '1GgNQr4io6FtKTvPb2i9dmEduENtzcrkiW', '500.00']
[4635, '1FM3yseuvM8fEAqPbsAqKjwMApbn5sKMk6', '500.00']
[4636, '1A3gsTxW44oKCvLkxeYQonZQfW7dVYPPvR', '500.00']
[4637, '18iYYezJ2AveJxGkQk7voby3JHzxsp3FTg', '500.00']
[4638, '1NCQd3oCcfxnjGq9ZvaFpMmz8KGmQHuBSD', '500.00']
[4639, '1ADXh6b8EYRgy32xU9aV3ux4X4iRWRf4G4', '500.00']
[4640, '1cDJHpteruQpBpXwCMfByHrNEpvGXB9wv', '500.00']
[4641, '1GAo13YuCTvHa7dfwyxptKHUrPf3vsLdB8', '500.00']
[4642, '15RAzkLdYPud9gZtTuv5L7GRFfT6akPMGp', '500.00']
[4643, '16vd2YfcGK9mw3GZXzL5o23m7gdBGXKHNz', '500.00']
[4644, '1ErPo4StxnVTfPf4rbJsZEER7tVGFwokXn', '500.00']
[4645, '17s2MpNNtyk6t5nA1Cvd9s1Ma1ko3jDEMD', '500.00']
[4646, '1ECxFEsPwgipd4uDWznd9RowdeVgjvsEcV', '500.00']
[4647, '13HfUxV6KwZWhVoYvuZS4qBXbVJgP75gNu', '500.00']
[4648, '1LrfBd5a1wY6f1DrFM5a1KT8BFR2QrZoh9', '500.00']
[4649, 'bc1qfztuzyakm4frpgztd5fjxttsls0ndgwytczhwz', '500.00']
[4650, '18g7ijZHNppNkm6bMaDj3tsaCevj9bdndy', '500.00']
[4651, '1G8ZQNv8pSZCLphn84Ph32k8HsFkxH3mQ4', '500.00']
[4652, '1Ltf3gtGBvsQHKfASZE3EFAciYRqt9bE5Y', '500.00']
[4653, '1EWHwsmS2WyocR6Jh4A6yrH8mNBMnbp6tm', '500.00']
[4654, '1JsxQrJEZHXGXPowvf7n4AYcw6gJgtzoWj', '500.00']
[4655, '1EdBBrg4zzzKD654ZwFDhTk6PtuPvmcqs7', '500.00']
[4656, '13hAAjgzPsRYAF45DcGyoXpWSE84rRYirD', '500.00']
[4657, '14NHSHuvHk3zFELoDMTVmug6AsxtYQhPL5', '500.00']
[4658, '3PTvsKxQwNheBgLQHqqWh3b5hDNDhxXaZC', '500.00']
[4659, '357tQGPYkutiMvFEEGP1biGWF57g92BHg1', '500']
[4660, 'bc1qa66pk6mx4fered2zf7ewrhsscwf37wqjx2atl8', '500']
[4661, '1Ge39w5Ug2y5EiQV4pi4Hj9otvSWhHY4AL', '500.00']
[4662, '1PfNh5fRcE9JKDmicD2Rh3pexGwce1LqyU', '500.00']
[4663, '1HtQwoguFkvMynK1NyDhh1weHjrMyDAKU', '500.00']
[4664, '1Ek93YBu22kMJ43GhbTy13dYnckcbZE4xu', '500.00']
[4665, '16Dxr3io5E7UtGrohuDBUkAnKivK7AtghU', '500.00']
[4666, '19nBya8fkJXf1jd5vDVdfQTmpfmEmZSjf1', '500.00']
[4667, '17SWR74zT9T4ogNmR7ZV9tyzAaaikvMop3', '500.00']
[4668, '19BKs5rtg9DDthGfqDRffH9bCgthRyHez1', '500.00']
[4669, '1K1eUf9X9sjLisixqndBirWSHZL9rkETWZ', '500.00']
[4670, '1G5ndTUe3WQpcwihE8LtAN7yNXDg8sEqZ1', '500.00']
[4671, '15ZRfBYCxPrQKC8hHgPMonuAYh3QCHL5Km', '500.00']
[4672, '3He8XHSoY72mXKipjMkfSj88vpnLVV3rwG', '500.00']
[4673, '16Y5K2ZBPqf9uX7Y4Ve8h6xFaXPXKsaKpW', '500.00']
[4674, '38kTRHKe3hfiXTF7exEsEe2PTnK7kfJ8hV', '500.00']
[4675, '1GmkKBFB3WTfPPYdNjuhrpcZwV3wV9JKch', '500.00']
[4676, '19muc7CM61SKRva2WKzUxBuiPrqZ7NnAV4', '500.00']
[4677, '3E5cmjZY6X8pmLGYmxiT3DVmvgxnKMS1Dt', '500.00']
[4678, '1Jc2WHZrMQoinND7RvW4tVG9MWecGNFoby', '500.00']
[4679, '1CuSrStjWDWrA2BxJQjC7edY6aPBorqFCZ', '500.00']
[4680, '1HQAvbKe6y8SEtQe5G3AgVxPSpv4rcdMvT', '500.00']
[4681, '3Da4HhVXTVim1DRmmmVjyuypxKQSTTJNup 2-of-4', '500.00']
[4682, '1BiGpUUUVtYTigHXoyxRZgSvhGjKvdRMKD', '500.00']
[4683, 'bc1qchgz90cnjg7t0svw69kkjzwn4w37dtteyrt2gu', '500.00']
[4684, 'bc1q7z65hah4sp88x5zzucg5n8ufwaxup27k7pyc49', '500.00']
[4685, 'bc1qnus79wggx3zdkeeewqr09hcwvujkt0xrd5z8l6', '500.00']
[4686, '3826iSvrCfpEL3DMu9hA1oZxSgJVp5si2u', '500.00']
[4687, '3PhUUareqRH41iDenb2KsudsAhYQaEUYCf', '500.00']
[4688, '3AYqdNYXN19b18PAivYWdPa72o2Dcm65xh', '500.00']
[4689, '33HSmDeF3M5UoQAevHuq1ZJ8bCYY2XgHKe', '500.00']
[4690, '3KX14dTwi2GoWMvvD234rF6756Hsb55ycb', '500.00']
[4691, '3FiFCrFBsSAnS8JJ8bfGFzNQBu3L2ZwfQo 3-of-4', '500.00']
[4692, '14agTmSHkcc7LEGwaR8QCRfFD9xgtPynU2', '500.00']
[4693, '3AfLqVnw5eptMYSQzruNs1qUR9d8gdiTtv', '500.00']
[4694, '32r5qiwPik1sjDKd8nafF6GJUU9PXPMWRD', '500.00']
[4695, '12HcQfiiKb9PGsvW63xjsF4eNu6XkMtupi', '499.99']
[4696, '3KupuZx43dX8aHAqsEBCSfZQfKpyc46D9p', '499.99']
[4697, '33qpzmwRLTPAkyr1frY6MMjjt3yicwDbvZ', '499.99']
[4698, '1BC3bk2MZc3GARhgLxgGaBgvviEq2NxZEQ', '499.99']
[4699, '18wbEYujWwMsQ3Q9o8Hh9bXX24FVV6AoFs', '499.99']
[4700, '1HftMTineU7RmUMLuoVNYnMAMDK2Ty73pu', '499.99']
[4701, '31zV4zXL1qz61whVgcVhpRqSCbRjpGFDXU', '499.99']
[4702, '1QKwYgNCGwDMoTNjXxEF3AtdueddDMVqpG', '499.99']
[4703, '15AdM31P63tXG6LYdXVAToAKwUqRnBzu7G', '499.98']
[4704, '3JADPXvAJagw9MJ78czitrDHghkMN2RZqC', '499.95']
[4705, 'bc1qzxhuyddmgjxwuujrd7p5mgdxxfk0jwl6dffmrn', '499.95']
[4706, 'bc1qgpscw2dmpyjgldgm6q7gydyp7t5f87fcxvyask', '499.91']
[4707, '3B5y2QurTZjY1aJjeH4SwYS9YGZYBRGAtU', '499.90']
[4708, '1xPUwPPLQwZxhveNgvbHN5MzraV2TTVrN', '499.90']
[4709, '3Gb2uzsZXoXM8qZhiLaQ5Aw8S8tpJ79TMa', '499.90']
[4710, '19kVST7m9ywkTyRnMsiVibtLgLU7VpPoy2', '499.88']
[4711, '18hjznsMaFvv45Ax38zkU2FdVDvREhy68p', '499.86']
[4712, '33mvFxkrQFtyfMQctH1aFRaZsozNRJxDmu', '499.84']
[4713, '3QRjAf3LJncN6DKr8jyK2v5CUagkCriQor', '499.50']
[4714, '1K5yzVEFsragFbszvef46vDfKwVRLY9Uoa', '499.16']
[4715, '16uSCS9ZKj235bckze8EacpNnGLuKvniQz', '499.12']
[4716, 'bc1qcp5uqf2wu8lvqepp2f4ezfg9u8hnfd8q3qns0n', '499.00']
[4717, '3JyusgK4q1jvXi65FZdVEUhApq1TbGvC4m', '499.00']
[4718, '1KKUs6eVRwqspBXVVZsnqVrsiFUVvTpxVU', '499.00']
[4719, '19fhmixCDUTzAv2q1E55LGovmvMxbzmHCd', '499.00']
[4720, '32qzXXC3bofF5xSTsV22pG914LnUdPmFzc', '499.00']
[4721, '1Gd7iT78fDTTy6NmKaLrjtfa6a7xNushVP', '499.00']
[4722, '3N9XhCqNDLkqhpGfxZFbPTr7ZM5rLVHPYz', '499.00']
[4723, 'bc1qz9zha2rz2g4cjjzytpt3lqujde87rlwhvl8q8u', '499.00']
[4724, '192dDnj5afmZYWAXD6zt8Z8pUCKvV5rT6h', '499.00']
[4725, '18P6Xd26SYomd9oPojXaoSm2CDEu2tyUVr', '499.00']
[4726, '3CT2LTmZwvFdy91K5tzQyg8dQp9MkepDcj', '498.81']
[4727, '1B7jFVQ7bjciXVRxyiQhspSbTCf15wR3gT', '498.57']
[4728, 'bc1qa3fh9vh6pmfl5j5z9pht7aglkg3rdvsj6vlgev', '498.27']
[4729, '3Gy7b1WWCYPyREgryWDKV3avdmCTzDNEUR', '498.03']
[4730, '13JEGFpfLijF2dFYHxecWipiCJEWRYfyff', '498.02']
[4731, '3FwZQECDpCnJupQgC26Ntqq7CysJF1xLie', '498.00']
[4732, '38pbfzNdu5iMobW5po2U8Jn4yVF3B6Bua1', '498.00']
[4733, '3G2SshTiS5pESUbVAmXqXdYwXxjjv2LKA5', '498.00']
[4734, '1L6xci9fmjhjbcU4bGKCLTYvdZnamzSbCC', '497.58']
[4735, '1NTvh73uchrurpweJwCaUk6zQhQtQQxSSs', '497.30']
[4736, '3L87N6ZTSyQied7fTU2YXzjvD9keZWqqAz', '496.70']
[4737, '1DGTfYKeeh9iF5tu2HbNUnE6Mr7RVjZu4T', '496.43']
[4738, '1EzneDh5G9BsxzknQ4cgQLrab3NQ3XCqHf', '496.26']
[4739, '3JD5zbsTuTQNf5UbV5LLVASze1uPwxKqpG', '496.18']
[4740, '18WhiBQ7oHPgCGL8nu7nqVXW79qujYP3gv', '496.00']
[4741, '3FTfQ3pjBeMvsn6csiSbWLGZQzWY6Tkokm', '495.49']
[4742, '32Yn6pFzJfnznUM7kR67cdz3ayMB9amacD', '495.41']
[4743, '1CRciRAcXj9BYcThY8tvyhGGb1e5cQ7fJP', '495.35']
[4744, '1JjmwLuBiAYqzmSAisxhB1Ji2bzKsGxAtv', '495.29']
[4745, '3PCyc5q8ZBE7iHbNLsCaYtFYPPfe87oi6k', '495.28']
[4746, '1763MBazsPc2HWTUVQkiBMGJmdifcj2fu7', '495.27']
[4747, '12UzAqEScAGqGJ1q6Xv1Kt9YFn7CqVy7hH', '495.27']
[4748, '3AteRW6gZHqocnNZaARQzV42p3gUAc4ZiH', '495.22']
[4749, '37e9GV6hHVNL93uDpX4MtJrTYnLCTTWeE4', '495.19']
[4750, '3AicA87p5iV8YAT9SYNSGvM8owGiVztwGb', '495.07']
[4751, 'bc1q750celx09yjlh3t5ywj55m0fzqxaky0n94653z', '495.00']
[4752, '171yTFQa2LCNT948timFHzajpqE23Lv2vY', '494.44']
[4753, '1LU4sSfLAukDcbJim9dvNKELHxk4YMSnW1', '494.39']
[4754, '1MZySXn3ikBeYyubGpCSHUougF3FSWsYWg', '494.03']
[4755, '3MEtun5DBL5gPMUm8VJUJv7yeZCVQKcw8k', '493.87']
[4756, 'bc1q7uckf7evjk3fxx4z0a2fgtwhz2m9ncayfvptgc', '493.56']
[4757, '1B4Wtfnk6tkX19YXddjagSRmvjoSiQSFgV', '493.38']
[4758, 'bc1qjuqpg8d32rtu4c7f64xw32cmcq6c08a5yu3cte', '493.36']
[4759, '1HcJT52hELViuSTy2Dx5bWqCTGw3WoydzL', '493.35']
[4760, '3MAkBrMRvJa1ugoSEUA1sDbWE3kBBPJjmR', '493.04']
[4761, '14ec456UXUrReAo9sczyYbbhpdGyxLJFwX', '492.65']
[4762, '1PGJvQHmETJggj3EycYukmP9SiS1WH4Vyj', '492.44']
[4763, '1BgYcECqc65QGmJDkpEAATFjYJZyj7vmgF', '492.28']
[4764, '1Fsak8VBpTRjgVw8ouoQLdTY23pxHLrVuK', '492.16']
[4765, '12NmWJpC5zfgbFirccYsTBpjtdvYw598UX', '492.14']
[4766, 'bc1qz92qtlnncmn2p7sgqt4rem0fczqj0n4stxzg50', '491.94']
[4767, '12Dj5ykENsGkqTnjpEs8P5dgHmPzdzddbv', '491.65']
[4768, '17eSZivDJpuJp9TxezTXVxkgLbsr3XZM1i', '491.25']
[4769, '1JynCRj4XkyPx8iXKqNWt9uyqTBZDVkhPw', '491.19']
[4770, '1MRXoZhk43SPgbK2ykb7CxSubrNUXcK1Qa', '491.00']
[4771, '18LvF8iYw2KqBEU2YtXpUpBdZ1v6TFFrRm', '490.00']
[4772, '1AqG4ECFDkm6W6AV3kEmJyFqBr4rCoeXVg', '490.00']
[4773, '1K2zPR4H2onTTSqYKim7zpo1Lg8PwiCDRS', '490.00']
[4774, '1Gv4Pv48Zyeb2QPM9wiKywCrjbxJmMemDr', '490.00']
[4775, '3AP7RUSjoW16PFL1zed6wgCYJZysAxLXJT', '490.00']
[4776, '3ATfjtht1UFyKDemht1arPNCbGuvtCDnd8', '489.75']
[4777, '1AfH7B1AQLwkhuFT9uAWK6v8ws27TUAPoK', '489.72']
[4778, '14MxZo45ox2uJ3oKgV5zCbxAMY1d4rNzu8', '489.68']
[4779, '1KjNXfFKf4ihaNcJS3ev8pjXDJ2SEkYm6h', '489.47']
[4780, '1Ew6GNbqrBJSsx71dvZAfAjEVj2YZxbXdW', '489.34']
[4781, '17QBWJCGV4QbQhLbhcS7d9yB2S7DPLf4N9', '489.09']
[4782, '3EsXu3Nn8ML17Q8d6TT9uyY5GXz3cZ8GWc', '489.00']
[4783, '33o9LXhep5bV9tMDyvTeoV37E56K1KQXiS', '489.00']
[4784, '1JyX3V9cP2T5MQvmqaDCGofMPzVYTeRjrB', '488.86']
[4785, '12GpD4M1v77mJyNZyP1BYNoX2sSFScfyiF', '488.69']
[4786, '1C8oHWB7htH139na4y8kG4w99MFrepseUv', '488.54']
[4787, '3LJxHgqBrQZVjTsiDW5uPLhCKSPJR4C85e', '488.02']
[4788, '1AKqJQz5QxR7PbTuJNW23huXE7MiCKTpUF', '487.78']
[4789, '14dAB1PssdPE5tPBk2o3HmxdVEqBmgap5D', '487.76']
[4790, '1KALLoWX1jY71UxeYRjx8AkJMozdEBtNfv', '487.48']
[4791, '15s77YpwbDkHqAfy2Gzt7RKx2R49LkKduJ', '487.00']
[4792, '3Fqh6v4eoPtNjWiubJR4wQqq4tLKJPijgx', '487.00']
[4793, '399MjMf4uBCo1Ts7AHfsarhePqkdttCUWa', '486.92']
[4794, '1PBqsEEJehUpdgpCPyAQe4hFQnEsQ46Ess', '486.88']
[4795, '1QHqjqXQCn2z4pX4pjVBerd1aYFtFbD71t', '485.80']
[4796, '17dE8apBcExNAtHr6da1kWUFMpBUfCE2Av', '485.44']
[4797, '3Jat3yfSqk2Ke1CmMowEckch2ACVtmD5iM', '485.03']
[4798, '3QoR2MP4NfcdaU9vA6T1fTLH5QHq9xuwsL', '485.01']
[4799, '3Q7PQcAJPAq52AwFe8TsyEvQBQgpa4RXYb', '485.00']
[4800, '1BKkfmbooNJVq5U7tDRo6BGVBe5MpuienA', '485']
[4801, 'bc1q96hwtww06e9hyadr6qewthmll60c5fpgynl4pw', '484.89']
[4802, '1ErbLqeH4YtieXBrnEMCbSxVDnNg77SvSN', '484.85']
[4803, '12m9dz42JrwCwLhxuzVMzNs9BXvwxTp3B1', '484.09']
[4804, 'bc1qrp7x8vmxv9v95268l525n87996nkwk9d6r4t8r', '484.02']
[4805, '1JK6qt7YdAD2cDj1jcLMHNBvZW59TNjDSg', '484.02']
[4806, '3FwHAaJ9tRBfP24aBtDKDDFF11TRRqgfKV', '483.99']
[4807, '1CAQtyvrkpqwYVGJD22ynRqLZjyKy4yYcZ', '483.60']
[4808, '13ugcMoR3QrFZiNv8ijh8Wae3dUasknXRF', '482.85']
[4809, '3F9M39rPSC1gGt9bZSfk8jZpR3S42daYcZ', '482.67']
[4810, '1M3Nn3Znq2MVqjDaoR1GucVYmXvXLgYPz4', '482.00']
[4811, '15ndU4fPi9D6yWkJXgPaiSLVKoKSbuNHE3', '481.95']
[4812, '1Efkoup2RXCdHiASLxqPXWv49sdCEg5nbi', '481.40']
[4813, '3QmyvuBhU8hfRBg8u9shrZ8QvYYtWR5Lyx', '481.27']
[4814, '1JU8KXtbAVzV7rQqZodqcczrbWLYEhrTkE', '480.82']
[4815, '36rKAGGp4Gi7xrYRGL6DbBBAa7FcW3Ryv8', '480.69']
